duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,Predicted,Timestamp
-0.1785363914297144,-0.15072996876015549,-0.6106528678455115,-0.21599120543260597,-0.1978050110143359,0.38313314472557397,-0.43228377328578405,-0.09553785586530951,-0.31193519688633736,-0.15564871624900734,-0.06756949706044614,-0.08525317714173689,0.3062205845072312,-0.08260433909646135,0.17295865059339174,0.46669176208335644,0.3896408828145968,0.2937049691834227,-0.2795987376222395,0.47309636591821363,0.4019181640871444,0.3091664249290805,-0.26961070144947896,BROWSING,1763655110.471951
-0.6231927216898812,-0.6182433216116173,-0.6072810266551768,-0.21600835406506705,-0.17303635189233085,-0.4191219154175321,-0.4235567862727723,-0.3177794785918695,-0.2908650394143596,-0.15523953438505325,-0.06716679697638056,-0.07994219532062712,-0.4071447830714562,-0.3301038641261997,-0.3640105881007608,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-BROWSING,1763655111.471951
-0.624729416968719,-0.6144928884665856,-0.6128504655393295,-0.21169585048672535,-0.19781229301233272,-0.41438415473382906,-0.43443771755895555,-0.31064811138709864,-0.3131938446042463,-0.15505319707599238,-0.067523218771203,-0.0270231995501673,-0.4110654877142565,-0.3375496429625684,-0.375655119916636,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,MAIL,1763655112.471951
-0.6283362264481803,-0.6182417245067706,-0.6128504655393295,-0.21600145147086888,-0.19781229301233272,-0.41911910676339104,-0.43443771755895555,-0.3177734048714823,-0.3131938446042463,0.8210150207913751,0.04500545350904288,-0.08517451750971826,-0.41532409771023265,-0.3550183401674735,-0.3814895743761898,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-CHAT,1763655113.471951
-0.6283109091715084,-0.6182306461763255,-0.6128254625355927,-0.2160031771194184,-0.19770094891392953,-0.41910199152721916,-0.43438881820623354,-0.317755376526841,-0.31309360341097403,-0.015959542478608913,-0.04609134496733848,-0.0851978240673534,-0.4153028626816135,-0.35496817298577016,-0.3814603841423703,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,FT,1763655114.471951
-0.6244299755374084,-0.6149926555292738,-0.6094752184488027,-0.2160075990938266,-0.19780900436807608,-0.41766172246074473,-0.43234907558593816,-0.31682854459420395,-0.31215292722087085,-0.15030038743866403,-0.06273030145795454,-0.08525754712129348,-0.41403685237871496,-0.353630676922336,-0.38004345046488475,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-BROWSING,1763655115.471951
2.2985030312919768,2.4237770088999224,2.5553127712468995,-0.2160005886465941,-0.19780771240068956,-0.41782098192758516,-0.4322757265568551,-0.3158609593158035,-0.3110870785681285,-0.15258484481969195,-0.06661640734608104,-0.08526483042055445,-0.41440242642159714,-0.35268141032870687,-0.3805826958556602,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-VOIP,1763655116.471951
-0.27911002911230476,-0.25590454519974665,-0.235485252188872,-0.2160078147998953,-0.19781158830284917,-0.07958924584661509,-0.035381190037529674,-0.2815174092704352,-0.2840992331637858,-0.15547939496194255,-0.06746823098089932,-0.08526046044099787,-0.11097249744179863,-0.317843785162084,-0.27625991341121625,-0.24063359705297063,-0.23281226827966084,-0.12169493140799492,0.1680106734570897,-0.2554039505984015,-0.23001420667213138,-0.10746260038601248,0.20627720021246193,VPN-BROWSING,1763655117.471951
0.17224284277976795,0.2121936015343414,0.25303106509634027,-0.21600533418010534,-0.19781111849652677,0.4227867771338964,0.5551538547923188,-0.15987370050330482,-0.1622606785134931,-0.1556348979818076,-0.067566232937683,-0.08525317714173689,0.3408606393805195,-0.17871193883253225,0.04049502434426928,0.25085966541654925,0.3057872268643236,0.3270643020420789,0.37525871675788636,0.25850601306494314,0.3134572405114949,0.3437596454860854,0.3961457239619428,BROWSING,1763655118.471951
-0.6242903402686739,-0.6140365220943368,-0.6098851673812459,-0.2159527018993443,-0.19781182320601035,-0.41689790019004824,-0.43294164495732074,-0.3151130992738502,-0.3108161700744053,-0.15326687932593558,-0.06419395572795582,-0.08526191710085007,-0.41422236285178193,-0.35176472169710327,-0.379931216573831,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,BROWSING,1763655119.471951
-0.6233777719578093,-0.6182433216116173,-0.6128504655393295,-0.21600835406506705,-0.19781229301233272,-0.4191219154175321,-0.43443771755895555,-0.3177794785918695,-0.3131938446042463,-0.15537449915707544,-0.06754979590487264,0.21095714714264294,-0.40729998034381776,-0.30696775263209236,-0.3814895743761898,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-BROWSING,1763655120.471951
2.0659623572441332,2.181172954693072,2.3026799132676024,0.8666535155858635,0.9812040225938177,0.021457923611218985,0.0834050350642767,0.6463031225492396,0.7453192839309999,-0.15567039263084775,-0.06759410412057144,-0.02944562488437068,-0.020595189410523945,0.7801618624914456,0.2361349534053452,0.10579765251839741,0.0374555278234493,-0.03466913541523959,-0.27953685912977727,0.1158330399716308,0.05228689471671993,-0.01720748498534002,-0.2695606392297662,VPN-VOIP,1763655121.471951
-0.26271662904891824,-0.23833834390223702,-0.21736256287517952,-0.21599702949646066,-0.19712719794272737,-0.4168611682601101,-0.43317840448157613,-0.31585055718327465,-0.3110769198174597,-0.152598515417895,-0.06661024058668749,-0.08513227437400454,-0.41437984940232175,-0.3526695869792397,-0.3809055197459567,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VOIP,1763655122.471951
-0.6253011776621117,-0.6182433216116173,-0.612848406157818,-0.21600835406506705,-0.19780900436807608,-0.4191219154175321,-0.4344350353159792,-0.3177794785918695,-0.31318971640304505,-0.15468860947589835,-0.06737150158422699,-0.08522695726439734,-0.41041564847413425,-0.3452244142035242,-0.37277240009803503,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-CHAT,1763655123.471951
0.9615539189961833,-0.6125487555523877,1.1057667450713446,-0.21587547912675226,-0.19726696532363433,-0.41334297786670615,2.9182161067164167,-0.3105607494353919,1.9837796443172377,-0.1556733010761879,-0.06759179260167958,-0.0851482976323787,2.148680960803018,1.8459760205646647,2.5925373683011728,2.4741396237670776,2.35181643205099,2.1204930420311445,-0.2795987376222395,2.486976666220288,2.369120607412304,2.1491357436235274,-0.26961070144947896,BROWSING,1763655124.471951
-0.628336909380499,-0.6182433216116173,-0.6128504655393295,-0.21600835406506705,-0.19781229301233272,-0.4191219154175321,-0.43443771755895555,-0.3177794785918695,-0.3131938446042463,1.6023686989346744,0.19589025477108063,-0.08521530398557976,-0.41532520287900837,-0.35502495821735663,-0.3814895743761898,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-BROWSING,1763655125.471951
-0.26261604287454954,-0.23812045316956962,-0.2174552350432014,-0.2143222875791294,-0.19714505058297768,-0.4179966544670622,-0.43317489693306865,-0.3158520242398252,-0.3110774158629979,-0.15259731031937782,-0.06660985504746895,-0.08526483042055445,-0.4144168330859949,-0.35267051291230395,-0.38083238107433437,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VOIP,1763655126.471951
1.9118776796818988,2.0219990465421698,-0.6052960733035948,-0.215999617969285,-0.19779831627424202,4.135098179199376,-0.4291730419940039,0.684866426594884,-0.3071364820559408,-0.15567205500889628,-0.0675903850483248,-0.08521821730528416,3.680733293528495,1.1834860387647086,2.7624817650255937,4.147450399106544,3.978577357486291,3.6432146154790717,-0.2795987376222395,4.1615689948274985,4.011966330960082,3.6791166990438606,-0.26961070144947896,BROWSING,1763655127.471951
-0.5607705126209824,-0.5480170497448662,-0.540835187792795,-0.21600770694686097,-0.1978072425943672,-0.3123830083429068,-0.30925661254885106,-0.27326823480239837,-0.27194795813228706,-0.1555104892097497,-0.06744774214033342,-0.08525900378114568,-0.31954129078598037,-0.30826396185626825,-0.3033964947276321,-0.21425613227066237,-0.27339546719867824,-0.32596118274011826,-0.2795987376222395,-0.21088551480298648,-0.26672981822264374,-0.3157494029287926,-0.26961070144947896,BROWSING,1763655128.471951
2.269991899679513,2.3940477641067726,2.459116077377226,-0.2159959509661172,-0.19781205810917155,-0.41479154123994083,-0.43205763957024246,-0.31593714790554733,-0.31135040441350664,-0.15233694623151792,-0.06627841263947135,-0.08526483042055445,-0.4114318906337205,-0.3528559700368031,-0.38053848118989614,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VOIP,1763655129.471951
0.9441548035317493,0.8896093235218173,1.0869885123787875,-0.21599983367535366,-0.19781194065759095,2.1743100178125605,2.6138201119383626,0.2035203522811738,0.36829982435597797,-0.15566610131742312,-0.06758633652254757,-0.08526337376070225,1.9172015450944386,0.337623870575757,1.1480099961435968,-0.11090539290725497,0.968231108871482,1.897505382510836,5.785000769577191,-0.10019956919421599,0.9790203797949536,1.917969294514107,5.892850674929377,BROWSING,1763655130.471951
1.9427245617765208,2.0454640405123317,2.1702903285967627,0.04938010704642243,-0.15888308407600066,1.1659803608689623,1.410991564091615,0.694507252606295,0.2181429903121934,-0.15566744549268252,-0.06758227579899308,-0.08484385572326957,0.9967985955103269,0.4235678404922664,0.5058206695800196,-0.219626682326869,0.0584189418110176,0.9845588851253539,1.3586307396472173,-0.22371611687777582,0.06071174458106751,0.998810755281151,1.403746956888383,P2P,1763655131.471951
-0.6113485777057638,-0.6065766735128777,-0.6000117003448359,-0.21600533418010534,-0.19780935672281788,-0.408199059463078,-0.4222391344106581,-0.30668753955128586,-0.3028992963429394,-0.15519122041514874,-0.06706098142753766,-0.08523132724395394,-0.405998012585395,-0.33856962626491316,-0.3687199479798472,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-BROWSING,1763655132.471951
-0.3809205303953831,-0.3617208282264245,-0.3456966444984885,-0.2160068441225862,-0.19781041378704323,-0.07530784757560798,-0.030311389741126373,-0.2933908809836631,-0.29219258922088165,-0.1553950173009317,-0.06737323529043562,-0.08526046044099787,-0.10709856512039923,-0.3289720260181788,-0.28185651412301244,0.015858364494042123,-0.048742927908161406,-0.1165557849199539,-0.2795987376222395,0.02132258349030763,-0.0400027018797824,-0.1035939057287064,-0.26961070144947896,VPN-BROWSING,1763655133.471951
-0.6230117202349853,-0.6127075534057244,-0.609839570562393,-0.21589834397003368,-0.19634778925390495,-0.414711055744712,-0.42919847172068315,-0.31251640705985,-0.3071582556709948,-0.15454994899871924,-0.06710704231178825,-0.08519199742794462,-0.4113615150648953,-0.34765998036757123,-0.3757331065402755,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,P2P,1763655134.471951
1.6970206111901085,1.7986814783597715,1.7749702655258077,-0.21600652056348316,0.9819479609053007,0.03728368033582434,0.0841314586764965,0.5178078007914241,0.7453192839309999,-0.15566997750405426,-0.06759403114016319,-0.0852429805227715,-0.01941439551429596,0.7180242091692298,0.22096201795702436,-0.12986497680339265,0.017913060155469132,-0.02057576900881912,-0.0032542419266451995,-0.12015628938704634,0.03025348175226518,-0.016028287555255163,0.01007470950438654,BROWSING,1763655135.471951
-0.5810256510422256,-0.5704532800358687,-0.5630880723373044,-0.21600533418010534,-0.19781111849652677,-0.39537781662061533,-0.4085406100410484,-0.31209999568235214,-0.3089490425514617,-0.1543923803744671,-0.06714011846680584,-0.08525754712129348,-0.39766046146012374,-0.34930217389562773,-0.3745769789138691,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,BROWSING,1763655136.471951
2.2983923474754673,2.423733633560354,2.554917871640887,-0.21600447135583056,-0.197810766141785,-0.4176942414094713,-0.4312498202000107,-0.3160752201534274,-0.31135111256511866,-0.15216911575959322,-0.06626238851219013,-0.08526046044099787,-0.414422595751754,-0.35296014532964803,-0.3809562773756681,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-VOIP,1763655137.471951
-0.2629788506688596,-0.23849754736950302,-0.2180266342056885,-0.2160022064421093,-0.19780829965859253,-0.4180672219023555,-0.42656822299283315,-0.31599876750535405,-0.3078998168681852,-0.1533931986655714,-0.06667482672319633,-0.08524006720306711,-0.4143780337679045,-0.35184640723145716,-0.38065662960482266,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VOIP,1763655138.471951
-0.5365674644175267,-0.5357145764610153,-0.520606701676513,-0.21600587344527708,-0.19780923927123728,-0.4072794446579964,-0.40828007140117606,-0.31691724443123465,-0.3122784471668366,-0.14938090694000866,-0.05420942273365403,-0.08526483042055445,-0.3953115041679617,-0.3538767772768373,-0.3772155026503488,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-P2P,1763655139.471951
-0.276549910973013,-0.2526165372850332,-0.23206984715886894,-0.11250967027431294,-0.08510340724262767,-0.37666686992964,-0.38456739287949815,-0.2250819595551161,-0.2114196632219344,-0.15560881834663975,-0.06757311020868743,-0.08460205018780488,-0.377199248335538,-0.24506391692988902,-0.32229185155250767,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VOIP,1763655140.471951
-0.2960830192003091,-0.27290526997801495,-0.6023278972918602,-0.21600652056348316,-0.19781006143230143,0.1612539438769762,-0.42754368254908454,-0.2791528428259413,-0.3118755095047515,-0.15552350009836316,-0.06741575241213793,-0.08525900378114568,0.10559728366513475,-0.30697710468445916,-0.18584861381016046,0.25971714558009906,0.1883921085339411,0.1053569836505599,-0.2795987376222395,0.2538073551228944,0.18708449254628118,0.10881437236184423,-0.26961070144947896,VPN-BROWSING,1763655141.471951
0.14490959868398454,-0.5863289078267593,0.2187301122484823,-0.21600576559224272,-0.19781123594810737,-0.40986599569577753,1.135911608157546,-0.31686001548638665,-0.3000161979438697,-0.15530151598009836,-0.06663143814169656,-0.08526191710085007,0.7863068084963956,-0.33562063940247183,-0.19339228501734973,1.0362088918108803,0.9472676948839137,0.8119685414169241,-0.2795987376222395,0.9978491374714252,0.911621580880173,0.7886035590094722,-0.26961070144947896,VPN-STREAMING,1763655142.471951
2.298495031227672,2.4238403607255115,1.763356753123733,3.0195042671716297,3.325650324769316,0.8974799149664683,1.1130775189553979,2.5744683248314573,2.8623455410014924,-0.15567476943689884,-0.06759460501677612,-0.005406367343565856,0.7665955707970749,3.190350635182152,1.5607321024743328,0.9630451161797124,0.8759920873261815,0.7454577879979285,-0.27946849487708325,0.9762894117281884,0.8905594562193041,0.7689189714509819,-0.26958658011889136,CHAT,1763655143.471951
-0.5759425126228116,-0.5637848856340346,-0.561932680102317,-0.21600813835899835,-0.19780782985227016,-0.4071802201734204,-0.4199119275575358,-0.31660940476431015,-0.3090277659148043,-0.15241171899284595,-0.05792448606338,-0.08526483042055445,-0.4045884092822799,-0.3527964756912369,-0.3761165599117087,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-FT,1763655144.471951
-0.622270909402274,-0.6136133146608115,-0.6069755781332836,-0.21598958763709075,-0.19780935672281788,-0.41687872234849155,-0.42947561963437036,-0.31582306576937386,-0.3110526265107655,-0.15295596108487028,-0.06540273082949455,-0.0852415238629193,-0.412717517682388,-0.3522336268513439,-0.3792042658271914,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,BROWSING,1763655145.471951
-0.2625519204079114,-0.2380552507304282,-0.21689246944166682,-0.21600813835899835,-0.19781217556075212,-0.3955466869508446,-0.40528209747759253,-0.3176011121070338,-0.3131573411700132,-0.04983045466011767,0.2915875457845222,-0.08526628708040665,-0.3941230925012439,-0.35496452842117343,-0.3808146207376424,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,FT,1763655146.471951
-0.5637990003787036,-0.5511631941877929,-0.549156356411348,-0.21600824621203268,-0.197810766141785,-0.4069923475425183,-0.42029600411910567,-0.31679070800263065,-0.3102586692164958,-0.15164251202634543,-0.056003914526763725,-0.08526628708040665,-0.40478777383535675,-0.3532256533624778,-0.3765386049149458,-0.3253093998759418,-0.3818127519279168,-0.4270202381628257,-0.2795987376222395,-0.3155825805946287,-0.368955598500659,-0.41140523152250813,-0.26961070144947896,VPN-FT,1763655147.471951
-0.5194278144533193,-0.5050447890183374,-0.49632160361496314,-0.2159892640779877,-0.19781205810917155,-0.3471550243132404,-0.3469330480052195,-0.3029350267140676,-0.29522524633740027,-0.15528434590486648,-0.06711187144224956,-0.08526483042055445,-0.3505996910087333,-0.3361866792250305,-0.35178212482127824,-0.24802717039488545,-0.30636492186472275,-0.3566930043881647,-0.2795987376222395,-0.24483354493281237,-0.2998765475289329,-0.34676581133182677,-0.26961070144947896,BROWSING,1763655148.471951
-0.27418408707839187,-0.25674335480562205,-0.2294838184291711,-0.21600328497245275,-0.19780759494910896,-0.36704727338184334,-0.36640494563655795,-0.287229063531784,-0.2879974423210539,-0.15544824325063059,-0.06750542832458942,-0.08526628708040665,-0.36849075520475966,-0.3229586973937932,-0.3572364305960079,-0.13533176927422313,-0.19634443908737095,-0.2541395988619338,-0.2795987376222395,-0.26438916859743383,-0.3189705851372409,-0.3646326863121528,-0.26961070144947896,VPN-CHAT,1763655149.471951
